gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,59,Married,No Qualification,British,White,Refused,The North,No,,,
Female,28,Single,Higher/Sub Degree,English,White,"5,200 to 10,400",The North,Yes,15.0,10.0,Packets
Female,31,Married,ONC/BTEC,British,White,"15,600 to 20,800",The North,No,,,
Male,25,Single,GCSE/CSE,English,White,"15,600 to 20,800",The North,No,,,
Female,64,Married,No Qualification,English,White,"Under 2,600",The North,No,,,
Male,68,Married,Other/Sub Degree,English,White,"2,600 to 5,200",The North,No,,,
Female,61,Widowed,No Qualification,English,White,"5,200 to 10,400",The North,No,,,
Female,50,Divorced,No Qualification,English,White,"10,400 to 15,600",The North,No,,,
Male,43,Married,Higher/Sub Degree,British,Chinese,"Above 36,400",The North,No,,,
Female,19,Single,No Qualification,Other,Asian,"Under 2,600",The North,No,,,
Female,21,Married,GCSE/O Level,Other,Asian,"Under 2,600",The North,No,,,
Male,51,Divorced,Degree,English,White,"2,600 to 5,200",The North,No,,,
Male,65,Single,Other/Sub Degree,British,White,"5,200 to 10,400",The North,No,,,
Female,50,Separated,No Qualification,Other,Asian,"2,600 to 5,200",The North,No,,,
Female,38,Single,Other/Sub Degree,English,White,"2,600 to 5,200",The North,No,,,
Female,78,Widowed,No Qualification,English,White,"5,200 to 10,400",The North,No,,,
Male,74,Widowed,No Qualification,Other,Asian,"2,600 to 5,200",The North,No,,,
Female,22,Single,Degree,Other,Asian,"2,600 to 5,200",The North,No,,,
Male,66,Married,No Qualification,British,White,"5,200 to 10,400",The North,No,,,
Female,48,Single,No Qualification,English,White,"2,600 to 5,200",The North,No,,,
Female,59,Married,No Qualification,English,White,"5,200 to 10,400",The North,No,,,
Female,69,Widowed,No Qualification,English,White,Unknown,The North,No,,,
Female,76,Widowed,No Qualification,British,White,"5,200 to 10,400",The North,Yes,20.0,20.0,Packets
Female,21,Single,ONC/BTEC,British,White,"2,600 to 5,200",The North,No,,,
Female,47,Married,GCSE/O Level,British,White,"10,400 to 15,600",The North,No,,,
Female,77,Widowed,No Qualification,British,White,"2,600 to 5,200",The North,No,,,
Female,25,Single,GCSE/O Level,English,White,"10,400 to 15,600",The North,Yes,10.0,10.0,Packets
Female,71,Widowed,No Qualification,English,White,"2,600 to 5,200",The North,No,,,
Female,24,Single,GCSE/O Level,British,White,"2,600 to 5,200",The North,Yes,10.0,10.0,Packets
Female,90,Widowed,No Qualification,English,White,"2,600 to 5,200",The North,No,,,
Female,41,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",The North,Yes,10.0,10.0,Packets
Female,69,Married,No Qualification,English,White,"Under 2,600",The North,No,,,
Female,35,Married,GCSE/O Level,British,White,"15,600 to 20,800",The North,No,,,
Female,32,Single,No Qualification,English,White,"5,200 to 10,400",The North,Yes,12.0,7.0,Packets
Female,48,Single,GCSE/O Level,British,White,"15,600 to 20,800",The North,No,,,
Female,34,Married,No Qualification,English,White,"2,600 to 5,200",The North,No,,,
Female,28,Married,GCSE/O Level,English,White,"5,200 to 10,400",The North,Yes,10.0,4.0,Packets
Male,66,Married,No Qualification,English,White,Unknown,The North,No,,,
Male,56,Married,GCSE/CSE,English,White,"20,800 to 28,600",The North,No,,,
Male,51,Married,Other/Sub Degree,British,White,"10,400 to 15,600",The North,No,,,
Female,63,Married,No Qualification,British,White,"2,600 to 5,200",The North,No,,,
Male,44,Married,Degree,English,White,"28,600 to 36,400",The North,No,,,
Female,45,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",The North,No,,,
Male,55,Married,No Qualification,British,White,"10,400 to 15,600",The North,Yes,20.0,20.0,Packets
Female,55,Married,No Qualification,English,White,"5,200 to 10,400",The North,No,,,
Female,55,Married,A Levels,Scottish,White,Refused,The North,No,,,
Female,57,Married,GCSE/O Level,British,White,"2,600 to 5,200",The North,No,,,
Male,76,Married,A Levels,Scottish,White,"5,200 to 10,400",The North,No,,,
Female,59,Married,No Qualification,British,White,"5,200 to 10,400",The North,No,,,
Female,46,Married,No Qualification,British,White,"5,200 to 10,400",The North,No,,,
Female,56,Married,No Qualification,British,White,"Under 2,600",The North,No,,,
Male,67,Married,No Qualification,British,White,"5,200 to 10,400",The North,No,,,
Female,73,Single,Other/Sub Degree,English,White,"10,400 to 15,600",The North,No,,,
Female,82,Widowed,No Qualification,English,White,Refused,The North,No,,,
Male,75,Married,ONC/BTEC,English,White,Refused,The North,No,,,
Female,41,Married,Other/Sub Degree,English,White,"5,200 to 10,400",The North,No,,,
Female,40,Married,A Levels,British,White,"15,600 to 20,800",The North,No,,,
Male,37,Married,GCSE/O Level,English,White,"15,600 to 20,800",The North,No,,,
Male,53,Married,ONC/BTEC,English,White,"20,800 to 28,600",The North,No,,,
Female,35,Married,No Qualification,English,White,"5,200 to 10,400",The North,No,,,
Female,39,Married,GCSE/O Level,English,White,"20,800 to 28,600",The North,No,,,
Female,31,Separated,Other/Sub Degree,English,White,"2,600 to 5,200",The North,No,,,
Male,38,Married,ONC/BTEC,British,White,"Above 36,400",The North,No,,,
Female,34,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",The North,Yes,25.0,10.0,Packets
Female,36,Married,A Levels,English,White,"10,400 to 15,600",The North,Yes,20.0,20.0,Packets
Male,31,Single,Degree,English,White,"20,800 to 28,600",The North,No,,,
Female,31,Single,GCSE/CSE,British,White,"Under 2,600",The North,Yes,10.0,10.0,Hand-Rolled
Male,35,Married,Degree,English,White,"20,800 to 28,600",The North,No,,,
Male,42,Married,No Qualification,British,White,"20,800 to 28,600",The North,No,,,
Male,30,Single,GCSE/CSE,English,White,"15,600 to 20,800",The North,No,,,
Female,39,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",The North,No,,,
Female,47,Married,GCSE/O Level,Scottish,White,"10,400 to 15,600",The North,No,,,
Male,38,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",The North,No,,,
Female,29,Divorced,A Levels,English,White,"15,600 to 20,800",The North,No,,,
Male,75,Widowed,No Qualification,British,White,"5,200 to 10,400",The North,No,,,
Female,47,Married,Higher/Sub Degree,British,White,Refused,The North,No,,,
Male,55,Married,No Qualification,English,White,"15,600 to 20,800",The North,No,,,
Male,42,Married,Higher/Sub Degree,Other,White,"Above 36,400",The North,No,,,
Female,39,Married,Degree,English,White,"Above 36,400",The North,No,,,
Male,64,Married,GCSE/O Level,English,White,"5,200 to 10,400",The North,No,,,
Female,84,Widowed,No Qualification,English,White,"2,600 to 5,200",The North,No,,,
Female,49,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",The North,No,,,
Male,24,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",The North,No,,,
Male,38,Single,GCSE/O Level,Scottish,White,"10,400 to 15,600",The North,Yes,30.0,30.0,Hand-Rolled
Female,45,Married,Degree,Other,White,"15,600 to 20,800",The North,No,,,
Female,47,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",The North,No,,,
Male,37,Divorced,Higher/Sub Degree,English,White,"28,600 to 36,400",The North,No,,,
Male,59,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",The North,No,,,
Male,25,Single,Degree,Other,White,"28,600 to 36,400",The North,No,,,
Male,56,Married,No Qualification,English,White,"15,600 to 20,800",The North,No,,,
Female,71,Divorced,GCSE/CSE,British,White,"2,600 to 5,200",The North,No,,,
Male,81,Widowed,Higher/Sub Degree,English,White,"10,400 to 15,600",The North,No,,,
Male,55,Married,A Levels,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,42,Married,GCSE/CSE,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,73,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,43,Married,A Levels,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,57,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,15.0,10.0,Packets
Female,47,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,29,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,15.0,15.0,Packets
Female,30,Widowed,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,58,Married,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,30.0,25.0,Packets
Female,58,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,70,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,18,Single,A Levels,British,White,Refused,Midlands & East Anglia,No,,,
Female,45,Single,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,37,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,15.0,10.0,Both/Mainly Packets
Female,44,Separated,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,46,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,29,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,50,Married,GCSE/O Level,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,51,Married,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,80,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,85,Married,A Levels,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,49,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,52,Married,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,58,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,49,Married,Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,39,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,53,Married,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15.0,15.0,Both/Mainly Hand-Rolled
Female,71,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,29,Single,Higher/Sub Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,66,Married,No Qualification,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,75,Married,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,45,Divorced,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,69,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,49,Divorced,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,63,Married,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,61,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,55,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,57,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,60,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,58,Married,GCSE/O Level,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,10.0,6.0,Packets
Male,29,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Female,50,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,40,Married,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
Female,34,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,77,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,47,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,68,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,31,Married,Higher/Sub Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,41,Married,Degree,British,Asian,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,55,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,25.0,15.0,Packets
Male,66,Married,A Levels,British,Asian,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,80,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,45,Married,Degree,British,Asian,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,63,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
Male,62,Married,Degree,Scottish,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,49,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,33,Married,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,16,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,,,
Male,58,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,,,
Female,33,Separated,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,65,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,39,Single,Degree,Irish,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,57,Married,Higher/Sub Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,Yes,6.0,4.0,Packets
Female,31,Married,A Levels,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,79,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,16,Single,GCSE/CSE,British,White,"Under 2,600",Midlands & East Anglia,Yes,2.0,2.0,Packets
Female,54,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,37,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,12.0,12.0,Packets
Female,87,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,32,Single,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,72,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,20,Married,GCSE/O Level,English,Mixed,"10,400 to 15,600",Midlands & East Anglia,Yes,30.0,15.0,Hand-Rolled
Male,77,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,63,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,56,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,34,Single,GCSE/O Level,British,White,"15,600 to 20,800",Midlands & East Anglia,Yes,10.0,5.0,Hand-Rolled
Female,24,Married,A Levels,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,42,Single,GCSE/O Level,British,White,"15,600 to 20,800",Midlands & East Anglia,Yes,10.0,3.0,Hand-Rolled
Male,71,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,48,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,38,Separated,ONC/BTEC,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,55,Divorced,A Levels,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,50,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,30,Single,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,72,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,59,Married,Other/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,68,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,48,Married,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,42,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,72,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,54,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,,,
Female,53,Divorced,GCSE/O Level,English,White,Unknown,Midlands & East Anglia,Yes,7.0,12.0,Packets
Female,86,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,57,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20.0,15.0,Both/Mainly Packets
Female,30,Single,Degree,British,Chinese,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,35,Single,No Qualification,Other,White,Refused,Midlands & East Anglia,Yes,20.0,20.0,Hand-Rolled
Female,25,Separated,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,67,Married,Other/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,33,Divorced,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,51,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15.0,3.0,Packets
Female,54,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,86,Married,No Qualification,English,White,Unknown,Midlands & East Anglia,No,,,
Female,69,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,23,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,33,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,18.0,12.0,Packets
Male,79,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,21,Single,A Levels,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,37,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,40,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20.0,20.0,Both/Mainly Packets
Male,79,Single,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
Female,34,Divorced,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,10.0,10.0,Hand-Rolled
Male,28,Single,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,10.0,10.0,Hand-Rolled
Female,44,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,15.0,10.0,Packets
Female,64,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,51,Separated,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,21,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,10.0,Packets
Male,40,Single,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,1.0,2.0,Hand-Rolled
Female,42,Single,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,47,Divorced,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,73,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,18,Single,Higher/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,Yes,15.0,15.0,Packets
Male,24,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,69,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,61,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,83,Single,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,No,,,
Female,80,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,80,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,26,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,34,Separated,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,34,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,39,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,10.0,7.0,Hand-Rolled
Male,33,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,40.0,20.0,Packets
Male,36,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,39,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,35,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,10.0,7.0,Hand-Rolled
Female,89,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,23,Married,Degree,British,Asian,"5,200 to 10,400",Midlands & East Anglia,Yes,10.0,10.0,Packets
Female,32,Divorced,GCSE/O Level,English,Asian,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,32,Married,No Qualification,Other,Asian,"5,200 to 10,400",Midlands & East Anglia,Yes,10.0,6.0,Packets
Male,35,Married,GCSE/O Level,British,Asian,"2,600 to 5,200",Midlands & East Anglia,Yes,5.0,5.0,Packets
Female,18,Single,A Levels,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,44,Divorced,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,75,Married,GCSE/CSE,Other,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,65,Married,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,54,Married,ONC/BTEC,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,32,Married,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Female,57,Married,Higher/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,50,Married,Other/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,15.0,Packets
Female,58,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,30,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,57,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,60,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,15.0,15.0,Hand-Rolled
Female,78,Separated,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,44,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Male,32,Single,ONC/BTEC,British,White,"Above 36,400",Midlands & East Anglia,Yes,20.0,10.0,Packets
Female,56,Separated,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,51,Married,Other/Sub Degree,Scottish,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Male,71,Married,Other/Sub Degree,British,Black,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,74,Widowed,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,56,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,35.0,25.0,Packets
Female,80,Widowed,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Female,51,Married,ONC/BTEC,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,53,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,80,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,42,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,Yes,0.0,2.0,Packets
Female,82,Widowed,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,58,Married,A Levels,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,78,Married,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,61,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20.0,20.0,Packets
Female,49,Single,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,15.0,Packets
Female,51,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,48,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,37,Married,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,51,Married,GCSE/CSE,British,Asian,"10,400 to 15,600",Midlands & East Anglia,Yes,5.0,5.0,Packets
Male,55,Married,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,48,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,56,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,71,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,30,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,73,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,35,Married,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,Yes,10.0,8.0,Packets
Male,79,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Male,75,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,2.0,1.0,Packets
Female,49,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,74,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,33,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,81,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,63,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Female,78,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
Male,68,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,18.0,18.0,Packets
Male,73,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,34,Married,A Levels,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
Female,36,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,15.0,15.0,Hand-Rolled
Female,16,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
Male,72,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,66,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
Female,41,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,49,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20.0,15.0,Packets
Male,42,Single,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
Female,54,Separated,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Male,70,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
Female,29,Married,GCSE/CSE,British,Asian,"20,800 to 28,600",Midlands & East Anglia,No,,,
Male,43,Married,No Qualification,British,Asian,Refused,Midlands & East Anglia,Yes,5.0,10.0,Packets
Female,19,Single,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,,,
Male,44,Married,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
Male,27,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,10.0,10.0,Packets
